Date,State,Total,Year,Month,WeekOfYear,DayOfWeek,IsHoliday,Lag_1,Lag_7,Lag_14,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30
2021-08-01,Indiana,154413738.20000002,2021,8,30,6,0,154413738.20000002,157382641.4,138778033.3,160101070.6,16092305.978548087,143274857.2866667
2021-08-08,Indiana,150564393.29999998,2021,8,31,6,0,154413738.20000002,160605817.0,138778033.3,158666581.5,16482632.285697876,143953744.2
2021-08-15,Indiana,155768674.70000002,2021,8,32,6,0,150564393.29999998,151626563.79999998,153501542.9,159258311.62857145,16260627.320734674,144860127.44333333
2021-08-22,Indiana,155327367.5,2021,8,33,6,0,155768674.70000002,151626563.79999998,143572669.0,159786997.87142855,16029660.986237757,145881807.2866667
2021-08-29,Indiana,157342316.7,2021,8,34,6,0,155327367.5,195899421.69999996,152381776.8,154278840.0142857,2280017.4854381275,146881390.14666665
2021-09-05,Indiana,143864879.8,2021,9,35,6,0,157342316.7,152121651.5,156489210.4,153099301.20000002,4568894.84742822,147431725.11
2021-09-12,Indiana,143864879.8,2021,9,36,6,0,143864879.8,154413738.20000002,152115832.79999998,151592321.42857143,5670077.5789296385,148035132.21666667
2021-09-19,Indiana,148392708.3,2021,9,37,6,0,143864879.8,154413738.20000002,157382641.4,150732174.29999998,5627267.520762708,148830342.26666668
2021-09-26,Indiana,144973768.7,2021,9,38,6,0,148392708.3,150564393.29999998,160605817.0,149933513.64285713,6036871.584613203,149340509.57333335
2021-10-03,Indiana,144973768.7,2021,10,39,6,0,144973768.7,155768674.70000002,151626563.79999998,148391384.2142857,5665182.172546064,149850676.88000003
2021-10-10,Indiana,204222462.90000004,2021,10,40,6,0,144973768.7,155327367.5,151626563.79999998,155376397.84285715,22060652.414121874,151645685.16
2021-10-17,Indiana,201261578.00000003,2021,10,41,6,0,204222462.90000004,157342316.7,195899421.69999996,161650578.02857143,28124905.545622494,153341527.04666665
2021-10-24,Indiana,198294086.7,2021,10,42,6,0,201261578.00000003,143864879.8,152121651.5,169426179.01428574,29858716.603232957,155607023.68333334
2021-10-31,Indiana,194870632.5,2021,10,43,6,0,198294086.7,143864879.8,154413738.20000002,176712715.1142857,28785536.531567603,157596926.92
2021-11-07,Indiana,153095084.4,2021,11,44,6,0,194870632.5,148392708.3,154413738.20000002,177384483.12857145,28060213.438251376,158194311.8866667
2021-11-14,Indiana,201623508.4,2021,11,45,6,0,153095084.4,144973768.7,150564393.29999998,185477303.0857143,25175627.306083046,160404911.48333332
2021-11-21,Indiana,205513525.29999998,2021,11,46,6,0,201623508.4,144973768.7,155768674.70000002,194125839.74285716,18440023.771878406,162629427.88333333
